Date,Operator,Aboard,Fatalities
12/15/1982,Air Taxi - Custom Air Transport Inc.,2,2
12/22/1982,Rijnmond Air Services,10,10
12/23/1982,Aeroflot,16,16
12/24/1982,CAAC,69,25
01/09/1983,RepubliAirlines,33,1
01/11/1983,United Air Lines,3,3
01/14/1983,Talair,10,10
01/16/1983,Turkish Airlines (THY),67,47
02/23/1983,Air Taxi,2,2
03/09/1983,Aeroleo Taxi Aereo,11,11
03/10/1983,Bakhtar Afghan Airlines,19,19
03/11/1983,Avensa,50,23
03/24/1983,Air Taxi,4,4
03/30/1983,Central Airlines,2,2
04/03/1983,Total,8,8
04/07/1983,Munz Northern Airlines,3,2
04/16/1983,Air Liberia,9,8
04/19/1983,Aeroflot,21,21
04/19/1983,Japan Air Self-Defence Force,14,14
04/29/1983,SAN Ecuador,100,8
05/05/1983,Eastern Air Lines,172,0
06/02/1983,Garuda Indonesia Airlines,61,3
06/02/1983,Air Canada,46,23
06/21/1983,Air Mali,7,7
06/25/1983,Air Taxi - Four Corners Aviation Inc.,5,2
07/01/1983,CAAK,23,23
07/11/1983,TAME,119,119
07/16/1983,British Airways Helicopters,26,20
07/23/1983,Air Canada,69,0
07/26/1983,Bali International Air Service,11,7
08/05/1983,Bali International Air Service,2,2
08/11/1983,Air Taxi - Northern Air Services Inc.,2,2
08/17/1983,Las Vegas Airlines,10,10
08/27/1983,Transamerica Airlines,7,7
08/28/1983,Moore's Air Charter,12,12
08/30/1983,Aeroflot,90,90
09/01/1983,Korean Airlines,269,269
09/02/1983,Central Mountain Air Services,9,9
09/14/1983,CAAC,106,11
09/23/1983,Gulf Air,112,112
09/23/1983,Air Taxi,2,2
09/28/1983,Taiwan Airlines,10,10
01/16/1987,Aeroflot,9,9
10/05/1983,Air Taxi - Ozark Skyways Inc.,4,4
10/07/1983,TAM Lineas Aéreas Regional,15,7
10/08/1983,Burma Airways,14,9
10/11/1983,Air Illinois,10,10
10/28/1983,Pennsylvania Airlines,30,1
11/08/1983,TAAG Angola Airlines,130,130
11/23/1983,Austin Airways,7,4
11/26/1983,Air Taxi,8,8
11/27/1983,AVIANCA,192,181
11/28/1983,Nigeria Airways,72,53
12/07/1983,Iberia Airlines / Aviaco,135,93
12/09/1983,Air Taxi - Island Airlines,4,4
12/14/1983,TAMPA Colombia,3,3
12/17/1983,Inuvik Coastal Airways,12,2
12/24/1983,Aeroflot,49,44
01/09/1984,Skycraft Air Transport,2,1
01/10/1984,Balkan Bulgarian Airlines,50,50
01/13/1984,North East Bolivian Airways,3,1
01/24/1984,Pelita Air Service,9,6
01/28/1984,Aeroflot,47,4
01/30/1984,Britt Airways,3,3
02/20/1984,Flight Safety Australia,2,2
02/24/1984,Taxi Aéreo del Guaviare,7,7
02/28/1984,Scandinavian Airlines (SAS),177,0
03/05/1984,Air Taxi,3,3
03/13/1984,Aerosucre Colombia,6,4
03/16/1984,Lloyd Aereo Boliviano,23,23
03/24/1984,Frigorifico Reyes,5,5
03/31/1984,State Airlines,6,6
04/04/1984,Líder Táxi Aéreo,4,4
04/18/1984,VOTEC / VOTEC,35,19
05/15/1984,Tierra del Fuego Province,12,12
05/30/1984,Zantop International Airlines,4,4
06/04/1984,Air Continental,3,3
06/19/1984,Air Taxi - Raco Helicopters Corp.,3,3
06/28/1984,TAM Lineas Aéreas Regional,18,18
07/01/1984,Coval Air,9,9
07/21/1984,Air Taxi,4,4
07/21/1984,South PacifiIsland Airways,14,1
07/25/1984,Air Taxi,5,5
08/02/1984,Vieques Air Link,9,9
08/05/1984,Bangladesh Biman,49,49
08/05/1984,Aeroflot,24,24
08/08/1984,Pioneer Airlines,9,9
08/11/1984,Aviation Enterprises,3,3
08/15/1984,Airfast Indonesia,3,2
12/11/1984,Air Taxi - Richards Aviation Inc.,2,2
08/24/1984,Wings West Airlines / Private,17,17
08/30/1984,Cameroon Airlines,116,2
09/06/1984,Talair,11,9
09/07/1984,Provincetown - Boston Airlines,6,1
09/11/1984,MMM Aero Services,30,30
09/16/1984,APRL,26,11
09/18/1984,AECA Cargo,4,4
09/26/1984,Air Niagara,2,2
10/02/1984,Air Taxi - Desert Flying Service,3,3
10/09/1984,Nahanni Air Services,7,7
10/11/1984,Aeroflot,179,174
10/11/1984,Labradore Airways,4,4
10/27/1984,Mililtary - Soviet Air Force,20,20
10/31/1984,Village Airways,4,4
11/19/1984,Euroair,1,1
11/20/1984,TAME,14,14
12/04/1984,Aeroflot,10,10
12/06/1984,Provincetown - Boston Airlines,13,13
12/17/1984,Air Taxi - Delaware Aviation LLC,4,4
12/19/1984,Fuerza Aérea del Peru,21,21
12/22/1984,Royal Nepal Airlines,23,15
12/23/1984,Aeroflot,110,110
01/01/1985,Eastern Air Lines,29,29
01/09/1985,TPI International Airways,3,3
01/18/1985,CAAC,41,38
01/19/1985,Cubana de Aviacion,38,38
01/20/1985,Air Taxi,3,3
01/21/1985,Galaxy Airlines,71,70
01/23/1985,AIRES Colombia,17,17
01/23/1985,Aerolineas Centrales de Colombia,23,23
02/01/1985,Air Taxi - Air Trends Inc.,5,4
02/01/1985,Aeroflot,80,58
02/04/1985,North PacifiAirlines,9,9
02/06/1985,Air Taxi - Oklahoma Airways Inc.,2,2
02/09/1985,Air Taxi - Mercy Flights Inc.,4,4
02/16/1985,Dirgantara Air Services,10,9
02/19/1985,Iberia Airlines,148,148
02/19/1985,China Airlines (Taiwan),274,0
02/22/1985,Air Mali,51,50
03/28/1985,SATENA,46,46
04/11/1985,YPF,7,7
04/13/1985,Air Taxi - Eidoarie Inc.,4,4
04/15/1985,Thai Airways,11,11
04/16/1985,American Airlines,89,0
04/19/1985,Air Taxi - Monument Valley Air Service,6,6
04/20/1985,Aeronica,5,2
04/20/1985,Carga Aereo Transportada,4,4
05/03/1985,Aeroflot / Soviet Air Force,76,76
05/15/1985,Empresa Nacional de Transp.  Trabalho Aereo,5,5
05/16/1985,Air Taxi,5,2
05/21/1985,Acme Air,2,2
05/28/1985,Avensa,13,2
05/31/1985,General Aviation Inc.,2,2
06/14/1985,Trans World Airlines,153,1
06/23/1985,TABA,17,17
06/23/1985,Air India,329,329
06/28/1985,Air Taxi,2,2
07/10/1985,Aeroflot,200,200
07/19/1985,Air Ohio - Air Taxi,2,2
07/24/1985,Fuerza Aérea Colombiana,80,80
08/02/1985,Delta Air Lines,163,134
08/12/1985,Japan Air Lines,524,520
08/12/1985,Merpati Nusantara Airlines,19,8
08/15/1985,Alyemda Airlines,73,3
08/20/1985,Air Taxi - Jet Alaska,3,3
08/22/1985,British Airtours,137,55
08/25/1985,Bar Harbor Airlines,8,8
08/30/1985,Douglas Airways,5,3
09/04/1985,Ariana Afghan Airlines,52,52
09/06/1985,Midwest Express,31,31
09/23/1985,Air Taxi - Henson Airlines,14,14
09/25/1985,MAP,9,9
09/29/1985,Air Carriers Express Services Inc,17,17
10/04/1985,Air Albatross,9,8
10/09/1985,Nordeste Linhas Aéreas,2,2
10/10/1985,Pel Air,2,2
10/11/1985,Sabeni,2,2
10/11/1985,Aeroflot,14,14
10/11/1985,Mountain Air Cargo,1,1
10/12/1985,Burma Airways,4,4
10/22/1985,Jet Alaska,4,4
11/01/1985,Air Taxi- Hermans Air Inc.,4,2
11/16/1985,Air Taxi,7,4
11/24/1985,EgyptAir,103,60
12/12/1985,Arrow Airways,256,256
12/31/1985,Private,9,7
01/18/1986,Aerovias de Guatemala SA,87,87
01/21/1986,Air Taxi,3,3
01/28/1986,VASP,72,1
01/29/1986,Aerocalifornia,21,21
02/05/1986,GLM Aviation,14,2
02/16/1986,China Airlines (Taiwan),13,13
03/02/1986,Aeroflot,38,38
03/03/1986,Taxair,8,8
03/13/1986,Simmons Airlines,9,3
03/20/1986,Merpati Nusantara Airlines,16,2
03/24/1986,Goose Bay Air Services,5,4
03/25/1986,Ministerstvo Obshchestvo Mashinostroyeniya,9,9
03/31/1986,Mexicana,167,167
04/02/1986,Trans World Airlines,121,4
04/27/1986,ACES Colombia,13,13
05/03/1986,Air Lanka,150,22
05/17/1986,Aeroflot,5,5
05/17/1986,Air Taxi - Islip Airco Inc.,5,2
06/10/1986,EgyptAir,26,23
06/12/1986,Loganair,16,1
06/18/1986,Grand Canyon Airlines / Helitech,25,25
06/22/1986,Aeroflot,59,1
07/02/1986,Aeroflot,94,54
07/26/1986,Air Taxi,6,3
08/04/1986,Leeward Islands Air Transport,13,13
08/16/1986,Sudan Airways,60,60
08/21/1986,Air Taxi,6,6
08/28/1986,Denver Air Center,7,7
08/28/1986,Southwest Airlift,2,2
08/31/1986,Aeromexico / Private,67,67
09/03/1986,Peninsula Air Services,6,6
09/05/1986,Pan American World Airways,384,16
09/14/1986,Kondair,1,1
09/19/1986,AtlantiSoutheast Airlines,5,5
10/03/1986,East Indonesia Air Taxi,13,13
10/04/1986,Southern Air Transport,3,3
10/14/1986,Aeroflot,14,14
10/15/1986,Iran Air,80,3
10/16/1986,Air Taxi - New London Flying Services Inc.,4,2
10/19/1986,Government of Mozambique,44,34
10/20/1986,Aeroflot,92,70
10/22/1986,Private - WNBC,2,2
10/23/1986,Pakistan International Airlines,54,13
11/06/1986,British International Helicopters,47,45
12/12/1986,Aeroflot,82,70
12/15/1986,CAAC,44,6
12/25/1986,Iraqi Airways,106,63
12/27/1986,Sunflower Airlines,14,11
01/03/1987,Varig,51,50
01/12/1987,Trillium Air,3,1
01/15/1987,Skywest Airlines / Private.,10,10
01/16/1987,California Air Charter,1,1
01/30/1987,Air Reconnaissance Unit of Liberia,18,16
02/05/1987,Aero France,11,11
02/06/1987,Talair,17,14
02/14/1987,Skyworld Airlines (Ports of Call Inc.),135,1
03/04/1987,Northwest Airlink,22,9
03/06/1987,Aeroflot,9,9
03/21/1987,California Air National Guard,2,2
03/27/1987,Connie Kalitta Services,3,3
04/01/1987,Air Taxi,2,2
04/02/1987,Scanex Air,10,10
04/04/1987,Garuda Indonesia Airlines,45,27
04/13/1987,Burlington Air Express,4,4
04/23/1987,Air-Lift Commuter,2,2
05/05/1987,Sasco Air Lines,13,13
10/04/1988,Aeroflot,6,6
05/08/1987,American Eagle,6,2
05/09/1987,LOT Polish Airlines,183,183
05/11/1987,Air Manitoba,2,2
05/13/1987,Air Taxi,3,2
05/19/1987,YPFB Transportes Aereos,16,14
05/23/1987,Merpati Nusantara Airlines,8,8
05/25/1987,Missionary Aviation Fellowship,30,6
05/30/1987,Travel Air Flug,4,2
06/05/1987,Rutaca,10,10
06/11/1987,Bakhtar Afghan Airlines,53,53
06/19/1987,Aeroflot,29,8
06/21/1987,Burma Airways,45,45
06/26/1987,Philippine Air Lines,50,50
07/24/1987,Air Afrique,163,1
07/30/1987,Belize Air International Ltd.,12,5
07/31/1987,DHL,3,2
08/04/1987,LAN,33,2
01/18/1988,China Southwest Airlines,108,108
08/16/1987,Northwest Airlines,155,154
08/18/1987,Oxaero Ltd.,7,4
08/31/1987,Thai Airways,83,83
09/13/1987,Aeroflot,15,15
09/21/1987,EgyptAir,5,5
09/21/1987,Air Taxi,3,3
10/11/1987,Burma Airways,49,49
10/11/1987,Aeroejecutivos Colombia,9,2
10/15/1987,Aero Transporti Italiani,37,37
10/19/1987,MAP,9,9
11/04/1987,Air Taxi - Flying School of the Cascades Inc.,4,4
11/06/1987,Air Malawi,10,10
11/10/1987,Kenn Borek Air,4,2
11/15/1987,Continental Airlines,82,28
11/23/1987,Ryan Air Services,21,18
11/27/1987,Flynn's Ferry Service,2,2
01/19/1988,Taiwan Airlines,11,10
01/19/1988,Trans Colorado AL / Continental Express,17,9
11/28/1987,South African Airways,159,159
11/29/1987,Korean Airlines,115,115
12/03/1987,Cooper Skybird Air Charters,14,14
12/07/1987,PacifiSouthwest Airlines,43,43
12/08/1987,Talair,4,1
12/13/1987,Philippine Air Lines,15,15
12/21/1987,Air Littoral,16,16
12/21/1987,Air Taxi - Petroleum Helicopters Inc.,15,15
12/22/1987,Air Taxi,3,2
12/23/1987,Southcentral Air,8,6
12/23/1987,Panorama Air Tour,8,8
12/30/1987,Merpati Nasantara Airlines,17,17
01/02/1988,Condor Flugdienst,16,16
01/08/1988,Phoenix Air,2,2
01/18/1988,ETA - Empresa Transportes Aéreos,9,9
01/18/1988,Aeroflot,143,11
01/24/1988,Aeroflot,31,27
02/01/1988,Fuerza Aérea Panamena,16,16
02/03/1988,Air Taxi - Minuteman Aviation Inc.,3,3
02/08/1988,NFD - Nurnberger Flugdienst,21,21
02/19/1988,AV Air / American Eagle,12,12
02/27/1988,Aeroflot,51,20
02/27/1988,Talia Airways,15,15
03/01/1988,Commercial Airways (Comair),17,17
03/04/1988,Transport Arien Transregional,23,23
03/17/1988,AVIANCA,143,143
03/31/1988,Arax Airlines,4,4
04/05/1988,Kuwait Airways,112,2
04/12/1988,United Airways,24,24
04/16/1988,Chaillotine Air Service,6,6
04/19/1988,Aeroflot,17,17
07/26/1988,Northeast Jet,2,1
10/07/1988,Shanxi Airlines,46,42
04/28/1988,Aloha Airlines,95,1
05/06/1988,Wideroe's Flyveselksap,36,36
05/18/1988,Jay Hawk Air - Air Taxi,3,3
05/24/1988,TACA,45,0
05/26/1988,Aeronica,6,6
05/26/1988,Starair,2,2
06/03/1988,North American Sabreliner 40,11,11
06/12/1988,Austral Lineas Aeras (Argentina),22,22
06/26/1988,Air France,136,3
07/03/1988,Iran Air,290,290
07/06/1988,Lineas Aéreas Suramericanas,8,8
07/20/1988,TACA,3,3
07/21/1988,Angola Air Charter,6,6
07/30/1988,Air Taxi - Temesco Helicopters Inc.,3,3
08/02/1988,Balkan Bulgarian Airlines,37,28
08/02/1988,Geoterrex,3,3
08/19/1988,MD Air Services,6,6
08/23/1988,Kinair Cargo,5,5
08/26/1988,Aeroflot,4,4
08/31/1988,CAAC,89,7
08/31/1988,Transporte Aereo Federal,20,20
08/31/1988,Aerocaribe,20,1
08/31/1988,Delta Air Lines,108,14
09/05/1988,Wrangell Air Service,10,1
09/09/1988,Hang Khong (Vietnam),90,76
09/12/1988,TAME Ecuador,7,7
09/15/1988,Bradley Air Services,2,2
09/15/1988,Ethiopian Airlines,104,35
10/16/1988,Air Taxi - Northern Arizona Aircraft Inc.,5,5
10/17/1988,Uganda Airlines,52,33
10/19/1988,Vayudoot,34,34
10/19/1988,Indian Airlines,129,124
10/25/1988,Aero Peru,69,12
11/02/1988,LOT Polish Airlines,29,1
11/13/1988,Air Taxi - TAJ FBO Co.,4,4
11/14/1988,Wasa Wings,12,6
11/17/1988,JC Air,7,7
11/18/1988,Air Littoral,4,4
11/30/1988,Aero Club Libya,14,14
12/07/1988,Aeroflot,14,6
12/08/1988,T & G Aviation,5,5
12/14/1988,GAS Air,8,8
12/17/1988,Broughton Air Servces,10,10
12/21/1988,Pan American World Airways,259,259
03/15/1989,Mid PacifiAir,2,2
01/08/1989,British Midland Airways,126,47
01/12/1989,Bradley Air Services,2,2
01/17/1989,Aerolineas La Paz,5,5
02/03/1989,Burma Airways,29,26
02/06/1989,RAM,3,3
02/08/1989,Independent Air Inc.,144,144
02/09/1989,Tarom,5,5
02/19/1989,Flying Tiger Line,4,4
02/19/1989,Air Taxi - Las Vegas Flyers Inc.,10,10
02/24/1989,United Air Lines,356,9
02/25/1989,Albancion Circulo,10,10
02/28/1989,Transfair,2,2
03/10/1989,Air Ontario,69,24
03/10/1989,Aero Condor,10,10
03/18/1989,Evergreen International Airlines,2,2
03/21/1989,Transbrasil,3,3
04/10/1989,Europe Aero Service EAS,22,22
04/19/1989,SATENA,11,11
04/26/1989,Aerosucre Colombia,5,5
05/05/1989,Aero Cozumel,19,6
05/06/1989,Southern Express,2,1
05/08/1989,Holmstoem Air,16,16
05/09/1989,Aero Asahi,10,10
06/07/1989,Surinam Airways,187,176
06/11/1989,Aerotaca,22,6
06/11/1989,SceniAir Tours,11,11
06/17/1989,Interflug,113,20
06/18/1989,Ariana Afghan Airlines,39,6
06/22/1989,Fuerza Aérea del Peru,62,62
06/27/1989,Formosa Airlines,13,12
06/28/1989,Cameroon Airlines,47,3
06/28/1989,Somali Airlines,30,30
06/29/1989,Calair,2,2
07/19/1989,Air Taxi - Centre Airlines Inc.,5,2
07/19/1989,United Air Lines,298,112
07/19/1989,Aeroflot,10,10
07/21/1989,Talair,22,3
07/21/1989,Philippine Air Lines,98,1
07/27/1989,Korean Airlines,199,75
07/27/1989,Universal Airlines,19,13
07/31/1989,Air Freight New Zealand,3,3
08/03/1989,OlympiAviation,34,34
08/07/1989,RRC Air Service,16,16
08/08/1989,Aspring Air,10,10
08/13/1989,Private,2,2
08/15/1989,China Eastern Airlines,40,34
08/21/1989,Air Taxi,3,3
08/25/1989,Pakistan International Airlines,54,54
08/28/1989,Bay Land Aviation,5,5
09/03/1989,Cubana de Aviacion,126,126
09/03/1989,Varig,54,13
09/08/1989,Partnair,55,55
09/15/1989,Merpati Nusantara Airlines,22,22
09/15/1989,Wehite Cap Aviation,6,6
09/19/1989,Union des Transportes Aeriens,171,171
09/20/1989,Boeing KC-135E,7,2
09/20/1989,USAir,63,2
09/23/1989,Vayudoot,11,11
09/26/1989,Skylink Airlines,7,7
09/26/1989,Nile Safaris Aviation,6,6
09/27/1989,Grand Canyon Airlines,21,10
09/28/1989,MAP,9,9
10/06/1989,Winchester Air,5,5
10/10/1989,TAUSA,12,12
10/10/1989,Air Taxi - Paramount Aviation Corp.,5,5
10/20/1989,Aeroflot,25,25
10/21/1989,TAN,146,127
10/26/1989,China Airlines (Taiwan),54,54
10/28/1989,Aloha Island Air,20,20
11/09/1989,Weasua Airtransport,10,2
11/14/1989,Air Express,4,4
11/21/1989,Aeroflot,42,34
11/25/1989,Korean Airlines,52,1
11/27/1989,AVIANCA,107,107
11/27/1989,Tepper Aviation,5,5
11/28/1989,Lineas Aéreas Cave,7,3
11/28/1989,New England Airlines,8,8
02/05/1990,Helicopteros Nacionales de Colombia,15,15
12/26/1989,United Express,6,6
12/28/1989,Tarom,7,7
12/30/1989,Air Fiordland,5,5
01/02/1990,Pelita Air Service,16,9
01/13/1990,Aeroflot,71,27
01/15/1990,SANSA,23,23
01/17/1990,Federal Express,1,1
01/18/1990,Aeroflite Services,2,2
01/25/1990,AVIANCA,158,73
01/25/1990,Airfast Services,19,19
01/29/1990,Airborne Express,2,2
01/29/1990,Wiggins Airways,1,1
02/12/1990,TAM (Brazil),40,2
02/14/1990,Indian Airlines,146,92
02/27/1990,Federal Express,1,1
03/05/1990,MIAT - Mongolian Airlines,30,30
03/08/1990,Sinquanon Management - Air Taxi,3,2
03/12/1990,Helicsa,13,11
03/21/1990,TAN Honduras,3,3
03/23/1990,Cubana de Aviacion,46,4
03/27/1990,Aeroflot,11,11
04/06/1990,Air Taxi - Transamerica,4,2
04/12/1990,Wideroe's Flyveselksap,5,5
04/18/1990,Aeroperlas,22,20
04/26/1990,MATS - Manila Aero Transport System,24,7
04/30/1990,Frontier Air,4,1
05/05/1990,Aerial Transit Company,3,3
05/10/1990,Avicsa,40,20
05/11/1990,Philippine Air Lines,119,8
05/11/1990,Air North Queensland,11,11
05/18/1990,Aerolift Philippines,21,21
06/06/1990,Ptarmigan Airways,2,2
06/06/1990,TABA,42,23
06/10/1990,British Airways,85,0
06/25/1990,Air Taxi - Trail Lake Flying Service Inc.,5,5
07/02/1990,Air Taxi - Aero West Aviation Inc.,5,5
07/05/1990,Douglas Airways,12,8
07/12/1990,Eagle Air,2,2
07/31/1990,Servicio Expresso Nacional,9,9
08/01/1990,Aeroflot,47,47
08/27/1990,Private - Omniflight Helicopters,5,5
09/03/1990,Frontier Flying Service,10,3
09/11/1990,Faucett,18,18
09/12/1990,Nuna Air,8,8
09/14/1990,Aeroflot,129,4
09/20/1990,SUDENE,12,12
09/24/1990,HiTech Helicopters,4,4
10/02/1990,Iraqi Airways,130,130
10/02/1990,China Southwest Airlines / Xiamen Airlines,226,128
10/03/1990,Eastern Air Lines,97,1
10/19/1990,BAFIN,4,4
10/24/1990,Cubana de Aviacion,31,11
11/11/1990,MAP - Ministerstvo Aviatsionnoi Promyshlennosti,10,9
11/14/1990,Alitalia,46,46
11/18/1990,SATENA,16,16
11/19/1990,Aeroflot,15,15
02/17/1991,Ryan International Airlines,2,2
11/21/1990,Bangkok Airways,38,38
11/25/1990,Eitos,13,13
12/03/1990,Northwest Airlines/ Northwest Airlines,198,8
12/04/1990,Sudania Air Cargo,10,10
12/06/1990,Pelita Air Service,12,10
12/21/1990,MarkAir Commuter,1,1
01/11/1991,Belair - Air Taxi,5,5
01/30/1991,Merpati Nusantara Airlines,21,1
01/31/1991,Lockheed AC-130H Hercules,13,13
02/01/1991,USAir / Skywest Airlilnes,99,34
02/07/1991,Macon Horizons - Air Taxi,4,4
02/13/1991,Air Taxi - Richmor Aviation,3,3
02/20/1991,LAN,72,20
03/03/1991,United Air Lines,25,25
03/05/1991,Linea Aeropostal Venezolana,45,45
03/11/1991,Luft-Taxi Emsland,7,6
03/16/1991,Duncan Aircraft Sales,10,10
03/16/1991,Transafrik,9,9
03/18/1991,Conesul Taxi Aéreo,7,7
03/18/1991,Broward Aviation Services - Air Taxi,5,5
03/23/1991,Uzbek Civil Aviation Administration,63,34
04/01/1991,TropiAir - Air Taxi,8,8
04/04/1991,Central Mountain Air Services,7,6
04/04/1991,Private,5,5
04/05/1991,AtlantiSoutheast Airlines,23,23
04/19/1991,Air Tahiti,22,11
05/05/1991,Nile Safaris Aviation,8,8
05/09/1991,Merpati Nusantara Airlines,13,13
05/13/1991,Air Taxi - Air Grand Canyon Inc.,7,7
05/15/1991,ADES Colombia,14,13
05/23/1991,Aeroflot,181,13
05/24/1991,Metro Cargo,10,4
05/26/1991,Lauda Air,223,223
06/01/1991,Agape Flight Inc.,3,2
06/10/1991,Carib Air Transport,7,7
06/20/1991,Aerosucre Colombia,18,2
06/26/1991,Aeroflot,10,10
06/26/1991,Okada Air,53,4
07/04/1991,Helicol Colombia,3,3
07/09/1991,Aerochasqui,15,15
07/10/1991,L'Express Airlines,15,13
07/11/1991,Nationair (chartered by Nigeria Airways),261,261
09/27/1991,Solomon Islands Airlines,15,15
07/22/1991,Jetstream Inc.,3,3
07/23/1991,Air Taxi -Wilderness Aviation Inc.,5,5
07/25/1991,Vanair,9,9
08/06/1991,Avalki Air,10,6
08/14/1991,Tarom,9,9
08/14/1991,Air Taxi - Haines Airways Inc.,6,6
08/15/1991,Transports Aériens de la Guinee-Bissau,3,3
08/16/1991,Indian Airlines,69,69
08/20/1991,Temsco Airlines,4,4
08/28/1991,Air Taxi - Bohemia Inc.,3,3
09/03/1991,Airtech Rajawaldi Udara,20,14
09/03/1991,Dirgantara Air Services,10,3
09/11/1991,Continental Express,14,14
09/16/1991,Aeroflot,13,13
09/16/1991,Lineas Aéreas Colombianas,7,7
09/17/1991,Ethiopian Airlines,4,4
09/18/1991,Canair Cargo,2,2
09/23/1991,Aeroflot,16,1
09/26/1991,Aeroflot,10,10
09/29/1991,CORAL Colombia,10,1
10/08/1991,Deraya Air Taxi,9,1
10/13/1991,EDELCA,12,12
10/25/1991,Bali International Air Service,17,17
10/25/1991,Corporate Mobility Inc. - Private,3,3
11/07/1991,Aeroflot,51,51
11/11/1991,Nordeste Linhas Aereas,15,15
11/16/1991,Baron Aviation,1,1
11/16/1991,Aeroflot,20,20
11/20/1991,Air Taxi - Airis Helicopters Inc.,3,3
11/21/1991,Azerbaijani Airlines,20,20
11/25/1991,STASA,3,1
11/26/1991,Tartarstan Airlines,41,41
12/10/1991,Las Vegas Airlines,5,5
12/11/1991,Bruno Air,9,9
12/22/1991,ClassiWings,30,27
12/27/1991,Scandinavian Airlines (SAS),129,0
12/27/1991,Eagle Aviation,5,5
12/29/1991,China Airlines (Taiwan),5,5
01/03/1992,Commutair,4,2
01/13/1992,Air Taxi - Air Vegas Inc.,5,2
01/20/1992,Air Inter,96,87
01/27/1992,Air Rainbow,9,7
02/03/1992,Nordeste Linhas Aéreas,12,12
02/09/1992,Gambcrest,56,30
02/15/1992,ATI,4,3
02/20/1992,Aerolineas Argentinas,1,1
03/02/1992,Frigorifico Santa Rita,5,5
03/12/1992,Lina Congo,8,3
03/12/1992,CC Air,2,2
03/22/1992,USAir,51,27
03/22/1992,Aeroflot,10,10
03/24/1992,Golden Star Air Cargo,7,7
04/04/1992,Kamchatavia,12,1
04/07/1992,Air Bissau,13,3
04/10/1992,Taiwan Airlines,10,7
04/15/1992,Talair,15,11
04/17/1992,Air Taxi - Basco Flying Service Inc.,4,4
04/22/1992,Perris Valley Aviation,22,16
04/22/1992,SceniAir Tours,9,9
04/26/1992,Saha Airline Services,39,39
06/06/1992,COPA (Panama),47,47
06/07/1992,American Eagle,5,5
06/08/1992,GP Express Airlines,6,3
06/12/1992,Jet Charter Group,2,2
06/19/1992,Air taxi,6,6
06/19/1992,Adventure Airlines,10,10
06/22/1992,VASP,3,3
06/22/1992,Krasnoyarskavia,12,10
06/28/1992,Caribbean Air Carrier - Air Taxi,4,4
07/13/1992,ArctiCircle Air Service,1,1
07/20/1992,Georgian Air,24,24
07/24/1992,Mandala Airlines,70,70
07/24/1992,Volga-Dnepr Airlines,8,8
07/27/1992,Aero Eslava,4,4
07/28/1992,Crasa - Air Taxi,6,6
07/29/1992,Air Taxi - Western Helicopter Inc.,4,4
09/28/1992,Pakistan International Airlines,167,167
07/30/1992,Trans World Airlines,292,0
07/31/1992,Thai Airways,113,113
07/31/1992,China General Aviation Corporation,126,108
08/21/1992,Servicios Aereos Santa Ana,10,10
08/25/1992,Lone Star Airlines,3,3
08/27/1992,Aeroflot,84,84
08/27/1992,NewCal Aviation,3,3
08/31/1992,Professional Aviation Services,17,3
09/07/1992,EXA Inc.,12,12
09/10/1992,Expresso Aéreo,43,1
09/12/1992,Kamchatavia,14,10
09/16/1992,Air Taxi - Hawaii Helicopters Inc.,7,7
09/18/1992,Aero Ejecutivos,3,3
09/19/1992,Avesca Colombia,11,11
09/21/1992,Yakutavia,10,10
10/04/1992,El Al,4,4
10/07/1992,Miltiary - U.S. Airforce,6,6
10/08/1992,Wuhan Airlines,35,14
10/09/1992,Kiev Production Association,13,1
10/18/1992,Merpati Nusantara Airlines,31,31
10/19/1992,Syktyvkar Avia,16,15
10/29/1992,Aeroflot,14,13
10/31/1992,Air Taxi - Alpine Aviation,3,3
11/08/1992,Air Taxi - Baker Aviation Inc.,3,3
11/14/1992,Vietnam Airlines,31,30
11/15/1992,Aerocaribbean - Charter,34,34
11/19/1992,Air Taxi - Wilderness Aviation Inc.,3,3
11/24/1992,China Southern Airlines,141,141
12/09/1992,Aero Sudpacifico,9,9
12/13/1992,Scibe Airlift Cargo Zaire,37,37
12/21/1992,Martinair Holland NV,340,56
01/03/1993,Air Taxi - South Coast Helicopters Inc.,4,4
01/06/1993,Lufthansa Cityline,23,4
01/09/1993,Bouraq Indonesia Airlines,44,17
01/13/1993,Titan Airways,2,2
01/14/1993,Central Mountain Air Services,2,2
01/27/1993,Trans Service Airlift,21,3
01/31/1993,Pan Malaysian Air Transport,16,16
02/20/1993,Cargo Three Panama,2,2
02/28/1993,Formosa Airlines,6,6
03/05/1993,Palair Macedonian,97,83
03/14/1993,Air Taxi - Guinn Flying Service,4,4
03/19/1993,West Aviation,10,3
03/23/1993,Oeste Linhas Aereas,6,6
03/31/1993,Japan Air Lines,5,0
04/01/1993,Private,4,4
04/01/1993,Air Taxi - Sea PacifiInc.,4,3
04/02/1993,Linea Aeropostal Venezolana,11,11
04/06/1993,China Eastern Airlines,264,2
04/19/1993,Private,8,8
04/23/1993,MIAT - Mongolian Airlines,40,40
04/26/1993,Indian Airlines,118,56
04/28/1993,GP Express Airlines,2,2
05/11/1993,Fiji Air,2,2
05/15/1993,Carga del Caribe,5,3
05/19/1993,SAM Colombia,132,132
06/06/1993,Aerotaca,2,2
